"","PVal","AvgMeth","PValClone"
"AMPL371259",3.27817481181997e-20,0.720705797623335,1.18955255276274e-35
"AMPL371738",0.00231599887697617,0.799927979834354,0
"AMPL378293",8.76147399637692e-17,0.492473892689953,2.4846173234563e-06
"AMPL376786",6.26990253168839e-08,0.854303204897371,1.95772633287838e-31
"AMPL388308",0.0338226464841806,0.93950306085704,3.22639969501307e-138
"AMPL388781",0.0509930464633411,0.665970471732085,1.13501352355806e-283
"AMPL371745",2.40623706265704e-34,0.673604609290601,1.37165798560027e-14
"AMPL388745",0.0132620094250138,0.77133597407274,0
"AMPL388463",9.64075242396244e-09,0.744112351458408,8.9493397702034e-20
"AMPL388544",0.00118473612813667,0.976593446164926,1
"AMPL389969",0.000355418839020914,0.973352538710839,1
"AMPL388279",0.0169508776051723,0.862801584443644,6.29203494487742e-277
"AMPL371202",0.00990948966957658,0.678862081382787,0
"AMPL388442",0.00818072188459749,0.78069859560677,0
"AMPL371406",0.00406709361136295,0.92697155203457,3.08777732252956e-40
"AMPL390432",0.029900359783861,0.865610370903853,9.56102172814618e-81
"AMPL371562",0.00454212855616292,0.985451926539431,1
"AMPL388465",3.52551501763601e-05,0.636658264314008,2.56354031834608e-175
"AMPL371555",0.000706476816211534,0.888584803745049,1.75158873779383e-20
"AMPL389988",0.00140414145140661,0.7194094346417,3.61373477952774e-142
"AMPL371327",8.34296395951035e-12,0.789341015484336,5.80095351344525e-33
"AMPL377634",4.50472159291067e-05,0.911919337414476,7.15678247865291e-12
"AMPL388836",5.41753732374345e-05,0.726107310046813,1.94471365695802e-10
"AMPL390397",0.000867995854314151,0.872812387468491,0.000326031573055691
"AMPL388489",0.111786108319819,0.85135037810587,0
"AMPL371674",0.00302024606474413,0.968815268275117,1.60205709052408e-08
"AMPL388468",0.00452390652756839,0.956283759452647,1
"AMPL371476",0.0187859957743909,0.811091105509543,2.58141576985716e-47
"AMPL371466",9.129954742214e-09,0.562045372704357,9.03567260311036e-49
"AMPL371764",0.00606391176905333,0.882895210658984,7.06353647694366e-62
"AMPL390235",0.0112503260766459,0.940583363341736,2.02168770200162e-127
"AMPL388782",0.0959313729016731,0.973280518545193,1
"AMPL371324",8.86897217536681e-11,0.951602448685632,1
"AMPL388775",0.000142957546073072,0.271011883327332,0
"AMPL390374",0.00681523198503156,0.948073460568959,1
"AMPL371524",5.5428939616425e-11,0.653583003240907,2.69388432298126e-28
"AMPL390274",3.30276307767694e-05,0.929996398991718,1
"AMPL388433",2.84600385834664e-33,0.711919337414476,2.41762649904025e-36
"AMPL388593",0.000737739145901499,0.831904933381347,1.0382402061363e-36
"AMPL388242",0.00144609339606226,0.45293482175009,0
"AMPL388286",0.000164667804992889,0.938926899531869,9.62935104771236e-10
"AMPL388663",1.66209855262572e-08,0.417861001080302,7.8347636577288e-73
"AMPL377123",6.14752024865747e-16,0.265610370903853,3.10086123967997e-20
"AMPL388579",0.0569282974436324,0.981850918257112,0.000158841606305739
"AMPL390555",1.17183192619016e-25,0.654159164566078,0.0114884349482821
"AMPL388427",0.00474127266058655,0.487864602088585,0
"AMPL388684",0.0153037601696931,0.753763053655023,0
"AMPL388795",2.91895758805683e-06,0.968023046453007,0.000589355419463884
"AMPL371656",0.0235689368387447,0.91840115232265,2.39737571550711e-31
"AMPL388365",1.05212383593828e-66,0.836082102988837,3.67140981574211e-05
