"","PVal","AvgMeth","PValClone"
"AMPL388523",1.96097098747579e-50,0.305365502340655,7.69187570590605e-30
"AMPL371259",3.27817481182495e-20,0.720705797623334,1.18955255276271e-35
"AMPL371738",0.00231599887697686,0.799927979834351,0
"AMPL378293",8.76147399637287e-17,0.492473892689952,2.48461732345628e-06
"AMPL376786",6.26990253168877e-08,0.854303204897371,1.95772633287829e-31
"AMPL388308",0.0338226464842097,0.939503060857042,3.2263996950129e-138
"AMPL388781",0.050993046463445,0.665970471732083,1.13501352355793e-283
"AMPL371745",2.40623706265748e-34,0.673604609290598,1.37165798560032e-14
"AMPL388745",0.0132620094250142,0.771335974072741,0
"AMPL388463",9.64075242394546e-09,0.744112351458409,8.9493397702033e-20
"AMPL388544",0.001184736128138,0.976593446164926,1
"AMPL389969",0.000355418839020671,0.973352538710838,1
"AMPL388279",0.0169508776051994,0.862801584443644,6.29203494487534e-277
"AMPL371202",0.00990948966957699,0.678862081382786,0
"AMPL388442",0.00818072188459536,0.780698595606771,0
"AMPL371406",0.00406709361137254,0.926971552034573,3.08777732252978e-40
"AMPL390432",0.029900359783835,0.86561037090385,9.5610217281452e-81
"AMPL371562",0.00454212855616607,0.98545192653943,1
"AMPL388465",3.52551501764353e-05,0.636658264314008,2.56354031834608e-175
"AMPL371555",0.000706476816211732,0.88858480374505,1.75158873779381e-20
"AMPL389988",0.00140414145140791,0.719409434641696,3.61373477952831e-142
"AMPL371327",8.34296395949823e-12,0.789341015484336,5.80095351344499e-33
"AMPL377634",4.50472159290974e-05,0.911919337414478,7.15678247865284e-12
"AMPL388836",5.41753732375257e-05,0.726107310046813,1.94471365695793e-10
"AMPL390397",0.000867995854314078,0.872812387468493,0.000326031573055693
"AMPL388489",0.111786108319896,0.851350378105869,0
"AMPL371674",0.0030202460647462,0.968815268275115,1.60205709052406e-08
"AMPL388468",0.00452390652756925,0.956283759452648,1
"AMPL371476",0.0187859957743772,0.811091105509539,2.58141576985729e-47
"AMPL371466",9.12995474221247e-09,0.562045372704364,9.03567260310994e-49
"AMPL371764",0.00606391176905718,0.882895210658981,7.06353647694419e-62
"AMPL390235",0.0112503260766553,0.940583363341735,2.02168770200204e-127
"AMPL388782",0.095931372901607,0.973280518545192,1
"AMPL371324",8.86897217534242e-11,0.951602448685631,1
"AMPL388775",0.00014295754607305,0.271011883327331,0
"AMPL390374",0.00681523198503326,0.948073460568959,1
"AMPL371524",5.54289396164725e-11,0.653583003240905,2.69388432298132e-28
"AMPL390274",3.30276307767894e-05,0.929996398991717,1
"AMPL388433",2.84600385832015e-33,0.711919337414477,2.41762649904025e-36
"AMPL388593",0.000737739145900941,0.831904933381345,1.03824020613627e-36
"AMPL388242",0.00144609339606304,0.452934821750089,0
"AMPL388286",0.000164667804993239,0.938926899531868,9.62935104771246e-10
"AMPL388663",1.66209855262491e-08,0.417861001080303,7.8347636577276e-73
"AMPL377123",6.14752024865056e-16,0.265610370903854,3.10086123968007e-20
"AMPL388579",0.0569282974436834,0.981850918257113,0.000158841606305738
"AMPL390555",1.17183192618646e-25,0.654159164566083,0.0114884349482821
"AMPL388427",0.00474127266058675,0.487864602088584,0
"AMPL388684",0.0153037601697064,0.753763053655033,0
"AMPL388795",2.91895758805526e-06,0.968023046453008,0.000589355419463889
"AMPL371656",0.0235689368387014,0.918401152322654,2.39737571550699e-31
"AMPL388365",1.05212383592404e-66,0.836082102988835,3.67140981574202e-05
